runtime,performance,problem,n_qubits,algorithm,n_qaoa_layers
1.02376788358,0.8319330784880329,Max-Cut,5,QAOA,2
1.12281882158,0.8810822700392248,Max-Cut,5,QAOA,2
1.15306040858,0.8703619335413876,Max-Cut,5,QAOA,2
0.47271568393,0.9692986438088852,Max-Cut,5,QAOA,2
1.39043198593,0.8939289132906066,Max-Cut,5,QAOA,2
0.36277502293,0.9690778335510642,Max-Cut,5,QAOA,2
1.2031996592799998,0.8213036496825579,Max-Cut,5,QAOA,2
0.72870263728,0.800103863962287,Max-Cut,5,QAOA,2
0.7180512672799999,0.7756122951937702,Max-Cut,5,QAOA,2
1.21694418782,0.8825975341100515,Max-Cut,5,QAOA,2
0.8294245128200001,0.7669732199432442,Max-Cut,5,QAOA,2
0.5920017308200001,0.9012835780586359,Max-Cut,5,QAOA,2
1.25247288819,0.9304464139170973,Max-Cut,5,QAOA,2
0.61932389819,0.8752634991422253,Max-Cut,5,QAOA,2
1.38950017019,0.8816195041354223,Max-Cut,5,QAOA,2
0.92692783166,0.8675857649349901,Max-Cut,5,QAOA,2
0.38116385466,0.7688769645027683,Max-Cut,5,QAOA,2
1.14656686966,0.8891991729850476,Max-Cut,5,QAOA,2
1.25334651663,0.775715096499851,Max-Cut,5,QAOA,2
1.2408020986300001,0.822538511412444,Max-Cut,5,QAOA,2
1.37691203863,0.7736119471777384,Max-Cut,5,QAOA,2
0.5481813752600001,0.9019630543111576,Max-Cut,5,QAOA,2
1.3921526802600002,0.8108560383301412,Max-Cut,5,QAOA,2
0.9425702002600002,0.8238626687561966,Max-Cut,5,QAOA,2
1.7639539482000002,0.8575411301782417,Max-Cut,5,QAOA,2
1.3553368792,0.8186870276851431,Max-Cut,5,QAOA,2
0.8117713642000001,0.8349754090640383,Max-Cut,5,QAOA,2
1.39614113006,0.8860817853051577,Max-Cut,5,QAOA,2
1.3964352280599999,0.8433155865878904,Max-Cut,5,QAOA,2
0.74453305006,0.7969608295804504,Max-Cut,5,QAOA,2
0.2832918987,0.8943935486352572,Max-Cut,5,QAOA,2
0.2477079327,0.8795613102895216,Max-Cut,5,QAOA,2
0.2594449707,0.8174027127955902,Max-Cut,5,QAOA,2
1.0226987773,0.8730837314131081,Max-Cut,5,QAOA,2
1.1505428243,0.7978146160688494,Max-Cut,5,QAOA,2
1.0818362093,0.8467291031593832,Max-Cut,5,QAOA,2
1.63704020723,0.9463597872342792,Max-Cut,5,QAOA,2
1.0770226432299999,0.7850298087664784,Max-Cut,5,QAOA,2
1.6373730942300002,0.8744031231559172,Max-Cut,5,QAOA,2
1.5125401490600001,0.7967528506459711,Max-Cut,5,QAOA,2
0.48560181505999994,0.8639554434226265,Max-Cut,5,QAOA,2
1.5123256770600002,0.8312690477695165,Max-Cut,5,QAOA,2
1.29910398725,0.8492102586196436,Max-Cut,5,QAOA,2
1.3634025472500002,0.8481686854834684,Max-Cut,5,QAOA,2
0.86777138625,0.7936094197987021,Max-Cut,5,QAOA,2
1.6329404704200003,0.754325184433395,Max-Cut,5,QAOA,2
0.94380267742,0.8094757963537443,Max-Cut,5,QAOA,2
0.6744185934200001,0.7826946880923628,Max-Cut,5,QAOA,2
1.39124451613,0.8589409056452951,Max-Cut,5,QAOA,2
1.39140826613,0.8074649176270848,Max-Cut,5,QAOA,2
1.39221887713,0.8705451324270671,Max-Cut,5,QAOA,2
1.23062491878,0.8106327722606027,Max-Cut,5,QAOA,2
1.39489281378,0.8228980735075119,Max-Cut,5,QAOA,2
0.83486156378,0.7910412641508756,Max-Cut,5,QAOA,2
1.8837835278600001,0.8113747907638587,Max-Cut,5,QAOA,2
1.8832787178600001,0.8880376421675437,Max-Cut,5,QAOA,2
1.4270395848600002,0.8136935385110805,Max-Cut,5,QAOA,2
1.0458447989099997,0.8017939898883881,Max-Cut,5,QAOA,2
0.5504453429099999,0.831098219544837,Max-Cut,5,QAOA,2
0.79801898391,0.8831449367617396,Max-Cut,5,QAOA,2
0.71195623641,0.8473928013793407,Max-Cut,5,QAOA,2
0.5183262364100001,0.8055994242927774,Max-Cut,5,QAOA,2
1.63766561941,0.9704344256796857,Max-Cut,5,QAOA,2
0.6716809794099999,0.8078894013247145,Max-Cut,5,QAOA,2
0.62818524041,0.7884443363138196,Max-Cut,5,QAOA,2
0.5530435224099999,0.8131855443070856,Max-Cut,5,QAOA,2
0.34744804132000007,0.7970445281602836,Max-Cut,5,QAOA,2
0.52174284932,0.7972781939132024,Max-Cut,5,QAOA,2
0.7328435333200001,0.7755480276501402,Max-Cut,5,QAOA,2
0.37869595824999996,0.7851155955740695,Max-Cut,5,QAOA,2
1.7695944205200005,0.8279596246793589,Max-Cut,5,QAOA,3
1.7704402415200005,0.770153863606961,Max-Cut,5,QAOA,3
1.7694131175200005,0.8169764399364147,Max-Cut,5,QAOA,3
2.1338405716,0.8049240527212028,Max-Cut,5,QAOA,3
2.1337247205999996,0.8854004243376193,Max-Cut,5,QAOA,3
0.8685572506000001,0.95786703979879,Max-Cut,5,QAOA,3
1.40313525428,0.8576923063436029,Max-Cut,5,QAOA,3
1.40327608628,0.869700442354112,Max-Cut,5,QAOA,3
1.4029776972799999,0.7986289841402199,Max-Cut,5,QAOA,3
1.7722129523699997,0.8017372210597307,Max-Cut,5,QAOA,3
1.7727256063699997,0.8796565088388798,Max-Cut,5,QAOA,3
1.7724373793699997,0.9412158938798815,Max-Cut,5,QAOA,3
2.1363392206699996,0.8633239130615658,Max-Cut,5,QAOA,3
2.1363115866699998,0.7879782747631142,Max-Cut,5,QAOA,3
1.4630649866699998,0.7745016339499614,Max-Cut,5,QAOA,3
0.46173835433000016,0.8677994120098389,Max-Cut,5,QAOA,3
0.32490063533000013,0.8168927628751318,Max-Cut,5,QAOA,3
0.49597633233000016,0.8994745634092194,Max-Cut,5,QAOA,3
1.7683214474000002,0.8742918102524624,Max-Cut,5,QAOA,3
1.7684087884000004,0.8021990503093278,Max-Cut,5,QAOA,3
1.7682947674000002,0.9556471164995509,Max-Cut,5,QAOA,3
2.4976239248000005,0.7960238915685346,Max-Cut,5,QAOA,3
2.4968619328000003,0.7793010802445809,Max-Cut,5,QAOA,3
1.0980117288000004,0.8374483651081026,Max-Cut,5,QAOA,3
2.13207842972,0.9016998781124714,Max-Cut,5,QAOA,3
1.9487489097200004,0.8229884414918262,Max-Cut,5,QAOA,3
2.13198225472,0.8749749004858552,Max-Cut,5,QAOA,3
1.7703335616100004,0.8116959122898372,Max-Cut,5,QAOA,3
1.7706704916100005,0.7969153088791866,Max-Cut,5,QAOA,3
1.7711422996100004,0.9369431266380417,Max-Cut,5,QAOA,3
0.5096071217700006,0.8254148058206697,Max-Cut,5,QAOA,3
0.9448082887700006,0.8853189246614278,Max-Cut,5,QAOA,3
1.1763368697700005,0.8847664560782688,Max-Cut,5,QAOA,3
1.7637416863,0.9572928350163621,Max-Cut,5,QAOA,3
1.7642557883,0.8980128502139563,Max-Cut,5,QAOA,3
0.5057486773000001,0.9568650557834562,Max-Cut,5,QAOA,3
1.6636262741299999,0.8009122669105598,Max-Cut,5,QAOA,3
2.1278796071299997,0.8677150991712463,Max-Cut,5,QAOA,3
2.00127403813,0.7950883513384346,Max-Cut,5,QAOA,3
2.13149733482,0.8718796729496182,Max-Cut,5,QAOA,3
2.13252261482,0.7889162273031259,Max-Cut,5,QAOA,3
1.4434403638200004,0.8806122051237751,Max-Cut,5,QAOA,3
1.7633180451200001,0.9163859407588862,Max-Cut,5,QAOA,3
1.4607895101200004,0.8701916994672764,Max-Cut,5,QAOA,3
1.76254384912,0.8751020115766761,Max-Cut,5,QAOA,3
1.3993392455800002,0.8915416593208692,Max-Cut,5,QAOA,3
1.3989737985800001,0.7739427262310956,Max-Cut,5,QAOA,3
1.3989278455800003,0.8885711436156414,Max-Cut,5,QAOA,3
1.9392887097700005,0.782368632334916,Max-Cut,5,QAOA,3
1.1992833707700004,0.8536538224159846,Max-Cut,5,QAOA,3
2.499538232770001,0.7987249925469864,Max-Cut,5,QAOA,3
1.2410733416,0.869447939179327,Max-Cut,5,QAOA,3
1.7650526906,0.8031187705277184,Max-Cut,5,QAOA,3
1.2643809306000002,0.8874273712138195,Max-Cut,5,QAOA,3
1.28514855675,0.8695166952271459,Max-Cut,5,QAOA,3
1.58081606075,0.8024130360691921,Max-Cut,5,QAOA,3
2.50217603175,0.8638790390948875,Max-Cut,5,QAOA,3
1.7691189619500003,0.8787646475875653,Max-Cut,5,QAOA,3
1.4663254689500005,0.8725562109208483,Max-Cut,5,QAOA,3
1.7691086339500002,0.769783929602544,Max-Cut,5,QAOA,3
0.4000289280299999,0.8875363195007299,Max-Cut,5,QAOA,3
0.53688745203,0.874334812009902,Max-Cut,5,QAOA,3
0.5029465660299999,0.8014195144643836,Max-Cut,5,QAOA,3
1.4042145311,0.864176520297813,Max-Cut,5,QAOA,3
1.1910905780999999,0.7978839406025265,Max-Cut,5,QAOA,3
1.3949607891,0.8493930562728723,Max-Cut,5,QAOA,3
2.13172498416,0.9342466532412335,Max-Cut,5,QAOA,3
2.1309080311599997,0.7654067911516536,Max-Cut,5,QAOA,3
0.9508314411599998,0.8866316776828045,Max-Cut,5,QAOA,3
1.8867909682400001,0.7907121484847405,Max-Cut,5,QAOA,3
1.3520306852400001,0.857617788733994,Max-Cut,5,QAOA,3
0.7412256682400001,0.8461229971818826,Max-Cut,5,QAOA,3
1.7640174545599998,0.8647277739487341,Max-Cut,5,QAOA,3
1.7637318225599996,0.8372362507614319,Max-Cut,5,QAOA,3
1.6832167615599998,0.7929575732786166,Max-Cut,5,QAOA,3
2.1272924755599996,0.7933904632098662,Max-Cut,5,QAOA,3
2.12788436456,0.8019412605344262,Max-Cut,5,QAOA,3
2.12728771256,0.8126227000289529,Max-Cut,5,QAOA,3
1.7652224205500002,0.8756696767443551,Max-Cut,5,QAOA,3
1.1709913105500003,0.7993648632790774,Max-Cut,5,QAOA,3
1.0079893155500002,0.7797264073291797,Max-Cut,5,QAOA,3
1.47694386603,0.8099106784920019,Max-Cut,5,QAOA,3
1.76836707803,0.8163483066008533,Max-Cut,5,QAOA,3
1.76804535803,0.8000668992136063,Max-Cut,5,QAOA,3
1.1826495690699999,0.7938356195229549,Max-Cut,5,QAOA,3
2.4988374380700002,0.8880876477883549,Max-Cut,5,QAOA,3
2.39973007507,0.8110552640720643,Max-Cut,5,QAOA,3
2.1322294869500005,0.7878639672252225,Max-Cut,5,QAOA,3
2.1322182779500003,0.8125716061684763,Max-Cut,5,QAOA,3
1.4719544659500006,0.8747361172624805,Max-Cut,5,QAOA,3
1.3873268530299998,0.8816039835524396,Max-Cut,5,QAOA,3
1.3173767160299998,0.8171280201346561,Max-Cut,5,QAOA,3
2.1327602250299997,0.9557895758222642,Max-Cut,5,QAOA,3
1.6861029377900003,0.8014906528501778,Max-Cut,5,QAOA,3
2.1355511167900003,0.769242260751552,Max-Cut,5,QAOA,3
0.9417291157900003,0.802704313381532,Max-Cut,5,QAOA,3
1.7666638844300002,0.7839331492020759,Max-Cut,5,QAOA,3
1.7667859344300003,0.7924275019776014,Max-Cut,5,QAOA,3
1.7665110414300003,0.8217489195968087,Max-Cut,5,QAOA,3
0.33091096651999974,0.7928129113989891,Max-Cut,5,QAOA,3
1.83175527051,0.7702026323282509,Max-Cut,5,QAOA,4
2.1424735455100006,0.7781448853719408,Max-Cut,5,QAOA,4
2.14225887751,0.8160088945219316,Max-Cut,5,QAOA,4
2.41945511732,0.7831660687293954,Max-Cut,5,QAOA,4
2.62688371132,0.8558783009656725,Max-Cut,5,QAOA,4
2.0371008753199997,0.9432197010996477,Max-Cut,5,QAOA,4
1.6547418690700002,0.8647515583902264,Max-Cut,5,QAOA,4
1.6542271380700002,0.8306442829353978,Max-Cut,5,QAOA,4
1.6539163010700002,0.7819836146192323,Max-Cut,5,QAOA,4
1.2124106866000002,0.7787516882645682,Max-Cut,5,QAOA,4
2.1436038626000005,0.8574126043740328,Max-Cut,5,QAOA,4
2.1447146526000007,0.9455262816323714,Max-Cut,5,QAOA,4
2.629559960660001,0.8336622527773803,Max-Cut,5,QAOA,4
2.6307643446600006,0.7757022259054599,Max-Cut,5,QAOA,4
2.629699557660001,0.7909109135911292,Max-Cut,5,QAOA,4
0.5740303116099997,0.8862141896083119,Max-Cut,5,QAOA,4
0.6743611486099998,0.793645103077881,Max-Cut,5,QAOA,4
0.3885411086099998,0.8676797401724986,Max-Cut,5,QAOA,4
2.1409791244500007,0.867923930789717,Max-Cut,5,QAOA,4
2.1410194154500006,0.8211864136862363,Max-Cut,5,QAOA,4
2.0841312614500005,0.9444201456670042,Max-Cut,5,QAOA,4
3.11103879369,0.77006930465984,Max-Cut,5,QAOA,4
3.1093428536900003,0.777843396076066,Max-Cut,5,QAOA,4
3.10924771669,0.8499168024658236,Max-Cut,5,QAOA,4
2.6242077960900008,0.8944230557978999,Max-Cut,5,QAOA,4
2.6258655010900007,0.8249596189612408,Max-Cut,5,QAOA,4
2.6241233490900004,0.871074632031482,Max-Cut,5,QAOA,4
1.2532049304100004,0.7821209375905623,Max-Cut,5,QAOA,4
2.1427200384100007,0.7893032354778406,Max-Cut,5,QAOA,4
2.1431666084100005,0.9320730172030012,Max-Cut,5,QAOA,4
1.6596932508000004,0.8267799537754157,Max-Cut,5,QAOA,4
1.2883396368000004,0.8243846085636743,Max-Cut,5,QAOA,4
1.1241214198000002,0.8631967274278219,Max-Cut,5,QAOA,4
0.7240941223,0.9441887063469457,Max-Cut,5,QAOA,4
2.1363638623,0.8799927418065702,Max-Cut,5,QAOA,4
2.1361743973,0.9430157483539235,Max-Cut,5,QAOA,4
2.6196099304500007,0.8352292802753678,Max-Cut,5,QAOA,4
2.6195086304500004,0.8169690297612763,Max-Cut,5,QAOA,4
2.6200402344500007,0.7840126734055755,Max-Cut,5,QAOA,4
2.6242445336500007,0.8637959944665207,Max-Cut,5,QAOA,4
1.6037217346500003,0.78250892836956,Max-Cut,5,QAOA,4
2.6242049486500005,0.8595070638119943,Max-Cut,5,QAOA,4
2.1351867809300007,0.8962866339645754,Max-Cut,5,QAOA,4
2.1354942469300005,0.853734817187823,Max-Cut,5,QAOA,4
2.1354738809300007,0.8327213443496694,Max-Cut,5,QAOA,4
1.65115512779,0.8742144601965665,Max-Cut,5,QAOA,4
1.6509277067900001,0.7719293500674794,Max-Cut,5,QAOA,4
1.65131622879,0.8709134059962199,Max-Cut,5,QAOA,4
2.8253893445500005,0.8032327031341268,Max-Cut,5,QAOA,4
3.1119401585500004,0.8400729116795483,Max-Cut,5,QAOA,4
3.1120437485500005,0.7562763605058832,Max-Cut,5,QAOA,4
2.1378713005199996,0.8508924657399973,Max-Cut,5,QAOA,4
2.13797125252,0.7923699017642379,Max-Cut,5,QAOA,4
2.1385332995199997,0.8659004837010219,Max-Cut,5,QAOA,4
3.1166723425699994,0.8345650857492276,Max-Cut,5,QAOA,4
3.115724256569999,0.8021477114373634,Max-Cut,5,QAOA,4
3.1159212695699994,0.8526728023039477,Max-Cut,5,QAOA,4
2.14190862043,0.879761383532003,Max-Cut,5,QAOA,4
2.14213604443,0.8435446249536419,Max-Cut,5,QAOA,4
2.14207563243,0.7812477988854268,Max-Cut,5,QAOA,4
0.5275112886999996,0.8919643945992038,Max-Cut,5,QAOA,4
0.5197841216999997,0.8554899396492449,Max-Cut,5,QAOA,4
0.5737499766999996,0.8146001321990916,Max-Cut,5,QAOA,4
1.6557612707799996,0.8561003958124811,Max-Cut,5,QAOA,4
1.6563966687799996,0.7922670810478616,Max-Cut,5,QAOA,4
1.6562386987799997,0.8613480252737844,Max-Cut,5,QAOA,4
2.624285209360001,0.9223808648598796,Max-Cut,5,QAOA,4
2.6239249393600006,0.7735088613725583,Max-Cut,5,QAOA,4
2.6245740933600006,0.8440395650499362,Max-Cut,5,QAOA,4
2.2584390189199994,0.755132977789246,Max-Cut,5,QAOA,4
2.2594716329199995,0.844644630271798,Max-Cut,5,QAOA,4
2.2593552589199994,0.8226515715856492,Max-Cut,5,QAOA,4
2.1379435092300003,0.8188834371027892,Max-Cut,5,QAOA,4
2.13662141623,0.8178645589906036,Max-Cut,5,QAOA,4
2.13633782623,0.8033287545938336,Max-Cut,5,QAOA,4
2.6190824285000005,0.7923514311631054,Max-Cut,5,QAOA,4
2.6189642495000003,0.7652144219944654,Max-Cut,5,QAOA,4
2.6188902835000003,0.7807094890512992,Max-Cut,5,QAOA,4
2.1375365990500006,0.8375186139430619,Max-Cut,5,QAOA,4
2.1375978860500005,0.8002646610746386,Max-Cut,5,QAOA,4
2.1377771510500003,0.7826661294216137,Max-Cut,5,QAOA,4
2.1407051129800005,0.7942913050872288,Max-Cut,5,QAOA,4
2.1407104879800003,0.7888192246560015,Max-Cut,5,QAOA,4
2.1402982229800003,0.7656545591759722,Max-Cut,5,QAOA,4
3.11206479063,0.7861567611616594,Max-Cut,5,QAOA,4
3.1115668496299995,0.8914192834885496,Max-Cut,5,QAOA,4
3.1122953756299996,0.79102581480158,Max-Cut,5,QAOA,4
2.6267015221200003,0.8106405221356306,Max-Cut,5,QAOA,4
2.6255499081200004,0.8149621966905668,Max-Cut,5,QAOA,4
2.6255113981200005,0.8482501513875227,Max-Cut,5,QAOA,4
2.62508187221,0.8327391485886545,Max-Cut,5,QAOA,4
2.62522753721,0.7831532988997054,Max-Cut,5,QAOA,4
2.6258232692099996,0.9439636020951353,Max-Cut,5,QAOA,4
1.7280914360499993,0.787395522342054,Max-Cut,5,QAOA,4
1.6939484500499993,0.7871879240574291,Max-Cut,5,QAOA,4
2.629596008049999,0.8307642385674026,Max-Cut,5,QAOA,4
2.138955095500001,0.7763752528165475,Max-Cut,5,QAOA,4
2.139173220500001,0.8310898170069253,Max-Cut,5,QAOA,4
2.139430188500001,0.7817688661109213,Max-Cut,5,QAOA,4
0.45763694933000026,0.7796255126280921,Max-Cut,5,QAOA,4
0.24002944176000063,0.8103844503606549,Max-Cut,6,QAOA,1
0.16653658176000063,0.7941696794143226,Max-Cut,6,QAOA,1
0.20663751176000061,0.8157732243829,Max-Cut,6,QAOA,1
0.21209850400999974,0.804890086780686,Max-Cut,6,QAOA,1
0.23693246800999976,0.8144237162138935,Max-Cut,6,QAOA,1
0.2534126330099998,0.8440378425475633,Max-Cut,6,QAOA,1
0.19313779334999956,0.7588958210777883,Max-Cut,6,QAOA,1
0.1796253273499996,0.7386797112273321,Max-Cut,6,QAOA,1
0.18628774334999956,0.6971433800445993,Max-Cut,6,QAOA,1
0.21774996542000005,0.7394106146593505,Max-Cut,6,QAOA,1
0.23428230042000006,0.8156762089886875,Max-Cut,6,QAOA,1
0.20950933742000005,0.7201765347848559,Max-Cut,6,QAOA,1
0.21710447603999983,0.7366313415313313,Max-Cut,6,QAOA,1
0.2989762490399998,0.8082159382150347,Max-Cut,6,QAOA,1
0.24435277303999983,0.7885776601200795,Max-Cut,6,QAOA,1
0.24550440134000057,0.7532204604746915,Max-Cut,6,QAOA,1
0.20530550934000055,0.8150656191340605,Max-Cut,6,QAOA,1
0.17860470834000056,0.8188320548697718,Max-Cut,6,QAOA,1
0.2024796683799999,0.7637976244081113,Max-Cut,6,QAOA,1
0.2025521723799999,0.8497920384489485,Max-Cut,6,QAOA,1
